  5.84807      -3.84040     -0.621912    
  6.83352      -4.14477     -0.910280    
  7.65357      -4.46483     -0.529695    
  8.71067      -4.43040     -0.717950    
  9.64769      -4.10985      -1.10215    
  10.3554      -3.71789      -1.67218    
  11.4022      -3.73073      -1.60853    
  11.9219      -4.34852      -1.02179    
  11.5731      -4.95853     -0.210811    
  10.8556      -4.77015      0.457339    
  10.0956      -4.07707      0.373254    
  9.45645      -3.64475     -0.328661E-01
  8.74325      -3.43335      -1.07516    
  8.03324      -3.49889      -1.98606    
  7.53043      -4.34286      -1.66579    
  6.76829      -4.93405      -1.72355    
  6.35888      -5.59984      -1.11007    
  5.82526      -6.17882     -0.460939    
  5.12865      -6.15264      0.225330    
  4.24171      -6.66660      0.877356    
  3.28962      -6.95912      0.955865    
  2.27874      -6.67383      0.379479    
  2.06118      -5.91008     -0.316652    
  1.92460      -4.80548     -0.722124    
  2.28877      -4.01614      -1.28900    
  2.22629      -3.17574      -2.20271    
  1.59746      -2.63723      -2.81397    
 0.754311      -2.14024      -3.29234    
 0.234521      -1.79577      -2.56909    
-0.463734      -1.30801      -1.64815    
 0.777468E-02 -0.867517     -0.750145    
 0.535428      0.154301E-01 -0.902428    
 0.601368       1.09098     -0.758559    
 0.741169       1.71878      -1.55607    
  1.38681       2.31074      -1.72537    
  2.20664       3.22680      -1.43755    
  2.93429       3.74959      -1.23878    
  3.65310       4.46289      -1.43062    
  4.19393       4.44603      -2.34258    
  4.88525       4.16032      -3.02728    
  5.30471       4.84129      -3.76901    
  4.29158       5.20214      -4.12521    
  3.42600       4.67122      -3.86457    
  2.81155       4.08006      -3.31414    
  2.91208       3.17691      -2.61571    
  2.56578       2.55563      -1.84090    
  2.26234       2.06345      -1.02123    
  1.75763       2.28815      0.588961E-02
 0.649127       2.20143      0.521453    
-0.415836       1.94765      0.303447    
-0.873870       1.33743     -0.377074    
 -1.12968      0.561945      -1.17380    
-0.436245     -0.108004      -1.43166    
 0.421929     -0.929085      -1.93592    
 0.498647      -2.13649      -1.86620    
  1.00727      -2.91431      -2.20488    
 0.973303      -3.85718      -2.68076    
 0.869346      -4.55272      -3.16805    
  1.11732      -5.03259      -3.93519    
 0.861057      -5.90141      -4.69973    
 0.648105      -6.65038      -5.36390    
 0.291201      -6.68127      -6.34117    
-0.190020E-01  -6.11246      -7.17137    
-0.206030      -5.10346      -7.55147    
-0.413652      -4.46395      -8.38728    
 0.395238      -4.93403      -8.98385    
  1.58995      -4.97528      -8.49764    
  1.59932      -4.72996      -7.58767    
  1.39644      -4.84768      -6.57781    
 0.442177      -4.90446      -6.02171    
-0.517601      -4.73899      -5.52679    
 -1.58940      -4.36289      -5.33474    
 -2.13109      -4.10574      -4.69821    
 -2.06983      -3.72178      -3.69588    
 -2.27718      -2.90298      -3.05065    
 -2.60790      -1.95446      -3.01846    
 -2.75798      -1.67440      -4.04117    
 -2.46184      -2.41544      -4.90362    
 -1.43706      -2.95094      -5.02426    
-0.805954      -3.34475      -5.36448    
-0.105195      -4.15376      -4.92344    
-0.102401      -4.95067      -4.29306    
-0.553314      -5.52299      -3.46686    
 -1.42728      -5.71993      -2.87131    
 -2.16046      -5.91413      -2.11541    
 -3.15134      -6.02194      -1.89319    
 -3.98615      -6.26608      -2.35721    
 -4.98807      -6.55990      -2.23197    
 -5.93294      -6.31858      -1.89187    
 -6.50146      -6.03901      -1.23371    
 -7.40619      -5.45164      -1.10489    
 -7.62406      -4.54029     -0.870663    
 -7.82158      -3.47298     -0.954630    
 -8.76791      -3.10312      -1.44095    
 -9.51593      -3.24229      -2.22495    
 -9.55562      -4.24074      -2.22557    
 -9.12135      -5.25704      -1.91822    
 -8.20272      -5.11001      -1.81070    
 -7.16088      -4.84433      -1.89770    
 -6.05746      -4.88001      -1.46278    
 -5.06026      -5.38739      -1.17980    
 -4.42809      -6.24111     -0.966361    
 -4.34824      -6.95596      -1.71817    
 -3.78584      -7.30029      -2.45865    
 -2.98984      -6.52062      -2.54829    
 -2.81895      -5.50877      -2.94375    
 -2.57878      -4.53428      -3.00570    
 -1.52195      -4.19505      -2.99876    
-0.493223      -4.33796      -2.70710    
 0.211166      -4.76732      -2.22316    
 0.984860      -5.08537      -1.80092    
  2.05259      -5.44931      -1.92982    
  2.51790      -5.43523      -2.68566    
  2.53562      -5.82073      -3.72725    
  2.63133      -6.35640      -4.56152    
  2.89173      -7.02925      -5.18754    
  2.32132      -7.65119      -5.43383    
  1.39218      -7.87092      -4.82906    
  1.00426      -7.75274      -3.84167    
  1.29019      -7.51033      -2.96238    
  1.92390      -6.99215      -2.21810    
  2.69504      -7.29189      -1.86325    
  3.01491      -7.44536     -0.993459    
  3.05086      -7.81642      0.300398E-01
  3.09828      -8.56775      0.739432    
  2.20543      -9.31429      0.917762    
  1.75423      -9.31287      0.504805E-01
  1.36849      -8.46982     -0.357662    
  1.87013      -7.42853     -0.470480    
  2.69713      -6.96859     -0.409115    
  3.37900      -6.20731     -0.167696    
  3.76952      -5.45516      0.417314E-01
  4.43746      -4.81633      0.891664E-01
  5.41763      -4.51853      0.202918    
  6.06397      -3.77861      0.955223E-01
  6.61919      -3.11497     -0.310347    
  6.76886      -2.39989      -1.16595    
  6.63621      -1.55688      -1.32640    
  5.90931      -1.11812     -0.806773    
  4.94288      -1.44381     -0.781571    
  4.12424      -2.03235     -0.663285    
  4.27607      -2.83340     -0.289811    
  4.95241      -3.58712     -0.286937    
